,Country Name,Country Code,Last Update,Indicator Name,Indicator Code,Year,Annual GDP Growth
10321,Somalia,SOM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,
10322,Serbia,SRB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,-9.424161606084397
10323,Sub-Saharan Africa (excluding high income),SSA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,2.166141167669778
10324,South Sudan,SSD,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,
10325,Sub-Saharan Africa,SSF,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,2.1657939763360474
10326,Small states,SST,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,
10327,Sao Tome and Principe,STP,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,
10328,Suriname,SUR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,-1.400000470058103
10329,Slovak Republic,SVK,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,-0.1059149621216875
10330,Slovenia,SVN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,5.332666571843703
10331,Sweden,SWE,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,4.247184143675483
10332,Eswatini,SWZ,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,2.9508752114854104
10333,Sint Maarten (Dutch part),SXM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,
10334,Seychelles,SYC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,1.8720051089387937
10335,Syrian Arab Republic,SYR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,-3.553449871090038
10336,Turks and Caicos Islands,TCA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,
10337,Chad,TCD,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,-0.6828502172977409
10338,East Asia & Pacific (IDA & IBRD countries),TEA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,6.382065499487808
10339,Europe & Central Asia (IDA & IBRD countries),TEC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,2.4651738644262196
10340,Togo,TGO,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,2.481751435849162
10341,Thailand,THA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,4.572307751155421
10342,Tajikistan,TJK,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,3.699550716658507
10343,Turkmenistan,TKM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,16.499999497227066
10344,Latin America & the Caribbean (IDA & IBRD countries),TLA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,0.39577268119639086
10345,Timor-Leste,TLS,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,
10346,Middle East & North Africa (IDA & IBRD countries),TMN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,4.561585099599114
10347,Tonga,TON,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,3.7108809670907306
10348,South Asia (IDA & IBRD),TSA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,7.5718969298203405
10349,Sub-Saharan Africa (IDA & IBRD countries),TSS,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,2.165793976336033
10350,Trinidad and Tobago,TTO,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,8.024817643500626
10351,Tunisia,TUN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,6.054634478981583
10352,Turkiye,TUR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,-3.2631684059710437
10353,Tuvalu,TUV,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,-1.5638708239914223
10354,Tanzania,TZA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,4.863863755170513
10355,Uganda,UGA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,8.053948376406964
10356,Ukraine,UKR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,-0.200000000106499
10357,Upper middle income,UMC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,3.5285818663560917
10358,Uruguay,URY,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,-1.520945919920365
10359,United States,USA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,4.794499044675078
10360,Uzbekistan,UZB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,4.300000002855484
10361,St. Vincent and the Grenadines,VCT,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,2.7103107128915553
10362,"Venezuela, RB",VEN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,-5.970458146409996
10363,British Virgin Islands,VGB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,
10364,Virgin Islands (U.S.),VIR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,
10365,Vietnam,VNM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,4.773586880569795
10366,Vanuatu,VUT,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,0.33729322189431343
10367,World,WLD,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,3.5530276828662295
10368,Samoa,WSM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,2.1854343739738766
10369,Kosovo,XKX,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,
10370,"Yemen, Rep.",YEM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,3.77553049612634
10371,South Africa,ZAF,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,2.3999999974633823
10372,Zambia,ZMB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,4.650189746374096
10373,Zimbabwe,ZWE,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,-0.8178210330451066
10374,Aruba,ABW,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,7.616589113077225
10375,Africa Eastern and Southern,AFE,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.3537602278593113
10376,Afghanistan,AFG,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,
10377,Africa Western and Central,AFW,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.7326873699895486
10378,Angola,AGO,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.054624234307852
10379,Albania,ALB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,6.946216592442539
10380,Andorra,AND,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.528362361223884
10381,Arab World,ARB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,6.567083351983754
10382,United Arab Emirates,ARE,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,10.852704212598567
10383,Argentina,ARG,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,-0.7889989390569099
10384,Armenia,ARM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.9000000031209225
10385,American Samoa,ASM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,
10386,Antigua and Barbuda,ATG,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,6.20343125361191
10387,Australia,AUS,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.9011713713596805
10388,Austria,AUT,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.3757221470847867
10389,Azerbaijan,AZE,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,11.099999143434601
10390,Burundi,BDI,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,-0.8568640584241507
10391,Belgium,BEL,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.7166793842087458
10392,Benin,BEN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.857714205432686
10393,Burkina Faso,BFA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,1.8884738890652528
10394,Bangladesh,BGD,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.293294718925324
10395,Bulgaria,BGR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.587225341648818
10396,Bahrain,BHR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.300070056008835
10397,"Bahamas, The",BHS,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.149234045773326
10398,Bosnia and Herzegovina,BIH,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,12.765469457888258
10399,Belarus,BLR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.800003440074519
10400,Belize,BLZ,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,13.0057803468208
10401,Bermuda,BMU,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,9.317156410860832
10402,Bolivia,BOL,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,2.507810808994833
10403,Brazil,BRA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.3879494474561795
10404,Barbados,BRB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.447189623224219
10405,Brunei Darussalam,BRN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,2.8494218578272665
10406,Bhutan,BTN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.355068284740213
10407,Botswana,BWA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,1.9876958337855228
10408,Central African Republic,CAF,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,-2.489432440288738
10409,Canada,CAN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.1776356682411375
10410,Central Europe and the Baltics,CEB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.956984594555024
10411,Switzerland,CHE,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.958719719335164
10412,Channel Islands,CHI,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,
10413,Chile,CHL,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.971621488297103
10414,China,CHN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,8.490093405751907
10415,Cote d'Ivoire,CIV,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,-0.2657894639433067
10416,Cameroon,CMR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.832417795322371
10417,"Congo, Dem. Rep.",COD,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,-6.910927316521011
10418,"Congo, Rep.",COG,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,7.575980395264196
10419,Colombia,COL,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,2.924861483145918
10420,Comoros,COM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,10.847878616072038
10421,Cabo Verde,CPV,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,14.284868832122541
10422,Costa Rica,CRI,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.8687180881864265
10423,Caribbean small states,CSS,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.765540815936916
10424,Cuba,CUB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.914760174048595
10425,Curacao,CUW,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,
10426,Cayman Islands,CYM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,
10427,Cyprus,CYP,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.965310314885542
10428,Czechia,CZE,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.001028635029442
10429,Germany,DEU,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,2.9125029636670803
10430,Djibouti,DJI,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,
10431,Dominica,DMA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,2.3402193206939046
10432,Denmark,DNK,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.7468625954019785
10433,Dominican Republic,DOM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.6617622800145995
10434,Algeria,DZA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.799999999697647
10435,East Asia & Pacific (excluding high income),EAP,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,7.635911393997418
10436,Early-demographic dividend,EAR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.404004575192701
10437,East Asia & Pacific,EAS,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.3908223813075296
10438,Europe & Central Asia (excluding high income),ECA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,8.423437394061551
10439,Europe & Central Asia,ECS,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.327044617827781
10440,Ecuador,ECU,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,1.0918015643575956
10441,"Egypt, Arab Rep.",EGY,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,6.370003834231781
10442,Euro area,EMU,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.865162689867404
10443,Eritrea,ERI,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,-3.1419859025163817
10444,Spain,ESP,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.245943823778035
10445,Estonia,EST,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,10.087634440695112
10446,Ethiopia,ETH,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,6.073217479579569
10447,European Union,EUU,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.900841643099966
10448,Fragile and conflict affected situations,FCS,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.441333767967265
10449,Finland,FIN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.773362458481699
10450,Fiji,FJI,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,-1.6999984160551094
10451,France,FRA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.9236692270406337
10452,Faroe Islands,FRO,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,
10453,"Micronesia, Fed. Sts.",FSM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.833903786171106
10454,Gabon,GAB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,-1.8829663976089677
10455,United Kingdom,GBR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.0926534775365155
10456,Georgia,GEO,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,1.8383410661422062
10457,Ghana,GHA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.7000000816440775
10458,Gibraltar,GIB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,
10459,Guinea,GIN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,2.5030605615604173
10460,"Gambia, The",GMB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.500000216329553
10461,Guinea-Bissau,GNB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.426987366867692
10462,Equatorial Guinea,GNQ,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,18.21377995696743
10463,Greece,GRC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.9197707172895093
10464,Grenada,GRD,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.887952136505618
10465,Greenland,GRL,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,7.101596881816192
10466,Guatemala,GTM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.6088687174875957
10467,Guam,GUM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,
10468,Guyana,GUY,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,-1.3638039026187272
10469,High income,HIC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.125883345215172
10470,"Hong Kong SAR, China",HKG,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,7.6634671408886845
10471,Honduras,HND,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,7.291288158696176
10472,Heavily indebted poor countries (HIPC),HPC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,2.9787621113389378
10473,Croatia,HRV,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,2.9587982196064786
10474,Haiti,HTI,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,0.8700592594248917
10475,Hungary,HUN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.47919473197571
10476,IBRD only,IBD,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.89896885568362
10477,IDA & IBRD total,IBT,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.727211827850127
10478,IDA total,IDA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.897895319913232
10479,IDA blend,IDB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.69122026067717
10480,Indonesia,IDN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.920067747016901
10481,IDA only,IDX,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.076062450997412
10482,Isle of Man,IMN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.300001525528046
10483,India,IND,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.840991156812848
10484,Not classified,INX,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,
10485,Ireland,IRL,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,9.403524642097622
10486,"Iran, Islamic Rep.",IRN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.8455274757822195
10487,Iraq,IRQ,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,16.92166568539919
10488,Iceland,ISL,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.98504277020335
10489,Israel,ISR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,8.671655276991743
10490,Italy,ITA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.786955143239794
10491,Jamaica,JAM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,0.8787035479623597
10492,Jordan,JOR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.245711920791791
10493,Japan,JPN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,2.7646475514364823
10494,Kazakhstan,KAZ,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,9.800000002141559
10495,Kenya,KEN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,0.5996953908074261
10496,Kyrgyz Republic,KGZ,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.443336633140447
10497,Cambodia,KHM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,9.993580321618197
10498,Kiribati,KIR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,6.25
10499,St. Kitts and Nevis,KNA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,10.042808415172956
10500,"Korea, Rep.",KOR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,9.06083332508534
10501,Kuwait,KWT,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.694581870792106
10502,Latin America & Caribbean (excluding high income),LAC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.5625351718299356
10503,Lao PDR,LAO,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.7987823261587295
10504,Lebanon,LBN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,1.3418716193980487
10505,Liberia,LBR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,
10506,Libya,LBY,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.679270408199997
10507,St. Lucia,LCA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,0.04874855352011309
10508,Latin America & Caribbean,LCN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.5565467946800737
10509,Least developed countries: UN classification,LDC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.266875148691355
10510,Low income,LIC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.311731718228316
10511,Liechtenstein,LIE,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.2201930823960936
10512,Sri Lanka,LKA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,6.000033158289341
10513,Lower middle income,LMC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.418963475255694
10514,Low & middle income,LMY,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.8306333478462875
10515,Lesotho,LSO,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.8755468142557987
10516,Late-demographic dividend,LTE,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,6.974660267525053
10517,Lithuania,LTU,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.695525421077761
10518,Luxembourg,LUX,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,6.938130249393339
10519,Latvia,LVA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.675741311861657
10520,"Macao SAR, China",MAC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.746677091477721
10521,St. Martin (French part),MAF,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,
10522,Morocco,MAR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,2.5821808991481277
10523,Monaco,MCO,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.910229176412088
10524,Moldova,MDA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,2.10771604754423
10525,Madagascar,MDG,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.456858937786066
10526,Maldives,MDV,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.845810392034693
10527,Middle East & North Africa,MEA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,6.750072976156346
10528,Mexico,MEX,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.942453714674215
10529,Marshall Islands,MHL,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,1.354079108809998
10530,Middle income,MIC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.883178838799253
10531,North Macedonia,MKD,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.54913578288874
10532,Mali,MLI,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,-0.06083497181312225
10533,Malta,MLT,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,19.681790919301562
10534,Myanmar,MMR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,12.4181916439086
10535,Middle East & North Africa (excluding high income),MNA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,6.066942870141105
10536,Montenegro,MNE,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.10000005928039
10537,Mongolia,MNG,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,1.1460621370910786
10538,Northern Mariana Islands,MNP,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,
10539,Mozambique,MOZ,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,1.1803007889161563
10540,Mauritania,MRT,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,-3.9180258792329283
10541,Mauritius,MUS,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,8.202791748652729
10542,Malawi,MWI,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,1.5760776240766603
10543,Malaysia,MYS,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,8.858868169693864
10544,North America,NAC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.164393781694443
10545,Namibia,NAM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.492183363651776
10546,New Caledonia,NCL,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,2.1001088268880466
10547,Niger,NER,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,-1.2084777410057512
10548,Nigeria,NGA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.015934757205386
